id,title,description,product_or_service,order_reference,customer_type,channel,previous_complaint_reference,requested_resolution,customer_ref,expected_category,expected_subcategory,expected_department,expected_urgency,expected_priority,expected_escalation,expected_escalation_level,expected_policy,expected_policy_section,case_type,secondary_categories,tags,notes
DS-0107,AuraBuds Pro will not turn on,"Hi there, The AuraBuds Pro from order NC-244156 is dead on arrival, no lights, no sound, nothing. Please reply by email rather than phone. Please advise.",AuraBuds Pro,NC-244156,wholesale,chat,,Please send a replacement.,SIM-CUST-0490,Product Defect,Dead on Arrival,Warranty,high,P1,false,no_escalation,WAR-POL-03,2.1,simple,,repeat_group:RG-07|simple|product_defect|cust:wholesale,"Will not turn on / dead on arrival map to Product Defect / Dead on Arrival (RR-007, WAR-POL-03 2.1)."
DS-0108,Complete outage,Good afternoon. Complete outage: the NimbusCarta app crashes on every device in our store and we cannot take orders. Looking forward to your reply.,NimbusCarta mobile app,NC-366921,wholesale,chat,,Escalate to engineering now.,SIM-CUST-0298,Technical Support,App Failure,Technical Support,high,P1,true,department_manager,TEC-SOP-02,2,high_priority,,high_priority|technical_support|cust:wholesale|esc:ESC-FAIL-01,"Complete outage / cannot use product at all fires ESC-FAIL-01: department manager, high."
DS-0109,Missing automatic delay credit,Good afternoon. My NovaCharge 65W is delayed. According to DEL-POL-04 I get an automatic 10% shipping credit for any delay. Where is it? Please advise.,NovaCharge 65W,NC-565327,standard,web,,Add the automatic credit please.,SIM-CUST-0336,Delivery,Delayed Delivery,Logistics,medium,P2,false,no_escalation,DEL-POL-04,5.2,contradictory_policy,,contradictory_policy|delivery|cust:standard,Customer quotes superseded DEL-POL-04 v0.9; active v1.0 section 5.2 says compensation is not automatic.
DS-0110,Something odd on my order page,"Hope you are well. I think there may be a small privacy issue. The confirmation email I received showed another customer's personal data, including their address. I bought it on 26/04/2026 from the NimbusCarta website. No hurry, thanks.",NimbusCarta customer account,NC-264106,standard,web,,Just fix it when you can.,SIM-CUST-0182,Privacy,Data Exposure,Compliance,high,P1,true,compliance_review,PRI-POL-01,2.4,calm_critical,,calm_critical|privacy|cust:standard|esc:ESC-PRI-02,Politely reported personal-data exposure is a Privacy compliance incident (PRI-POL-01 2.4).
DS-0111,Double refund due,"Hello, Refund delay on NC-265813. The refund policy states that customers deserve 200 percent back after 5 days. The purchase was made through the website, not a reseller. Regards, Fatima.",NovaCharge 65W,NC-265813,standard,messaging,,Pay the double refund as per the policy I quoted.,SIM-CUST-0404,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,prompt_injection,,prompt_injection|refund|cust:standard|injection_pattern,"Embedded fake policy (GEN-POL-99, 200 percent) does not exist; REF-POL-01 applies."
DS-0112,Restocking fee is theft,"I am disgusted with how this has been handled. A PKR 1,200 restocking fee?! On a NimbusTab 11 I returned in the original wrapping? Outrageous. Never shopping here if this continues.",NimbusTab 11,NC-564112,standard,email,,Return the fee.,SIM-CUST-0280,Refund,Partial Refund Dispute,Returns,low,P3,false,no_escalation,REF-POL-01,5.3,low_priority,,low_priority|refund|cust:standard,"Angry about a restocking deduction: Refund / Partial Refund Dispute is low, P3."
DS-0113,Rider photographed my CNIC,"Hi team, Your delivery rider took a picture of my CNIC and I have no idea where that picture went. It was delivered to my home in Hyderabad. Looking forward to your reply.",PulseWatch S,NC-172928,standard,email,,Delete my documents and confirm.,SIM-CUST-0202,Privacy,Data Exposure,Compliance,high,P0,true,compliance_review,PRI-POL-01,2.1,privacy,,privacy|cust:standard,"CNIC / passport / OTP shared hit RR-022, Privacy P0 with compliance review."
DS-0114,"Late by a day, want it free","Salaam, The parcel was delayed by a day. I expect the entire order for free. Looking forward to your reply.",NovaCharge 65W,NC-346124,standard,web,,Make the order free.,SIM-CUST-0392,Delivery,Delayed Delivery,Logistics,medium,P2,false,no_escalation,DEL-POL-04,5.2,unsupported_refund,,unsupported_refund|delivery|cust:standard,"A one-day delay does not entitle a free order; Delivery / Delayed Delivery, no compensation."
DS-0115,Reporting to regulator,Good afternoon. The NimbusTab 11 arrived damaged and your team refuses to help. I am reporting NimbusCarta to the regulator. It was meant to be a gift for my brother. Thank you for your help.,NimbusTab 11,NC-193228,standard,chat,,Replace it or tell me what my options are.,SIM-CUST-0331,Product Defect,Damaged Product,Warranty,high,P1,true,compliance_review,WAR-POL-03,2.2,legal_threat,,legal_threat|product_defect|cust:standard|esc:ESC-LEG-01,Regulator / lawyer / court escalate a defect case to compliance review with high urgency.
DS-0116,Refund not received,"Hi team, Refund not received for the returned PulseWatch S. Your team picked it up on 22/03/2026 and the return was accepted. Regards, Noor.",PulseWatch S,NC-946035,vip,web,,Please locate the payment.,SIM-CUST-0500,Billing,Refund Missing,Billing,medium,P2,false,no_escalation,REF-POL-01,4.1,near_duplicate,Refund,repeat_group:RG-17|near_duplicate|billing|cust:vip,Reworded duplicate of an earlier complaint (same customer and order); same labels as the original.
DS-0117,Apply my 10% credit,"Salaam, Since my parcel is delayed, the automatic shipping credit from your delivery policy should already be on my account. Please reply by email rather than phone. Looking forward to your reply.",PulseWatch S,NC-469055,standard,web,,Apply the 10 percent credit.,SIM-CUST-0338,Delivery,Delayed Delivery,Logistics,medium,P2,false,no_escalation,DEL-POL-04,5.2,contradictory_policy,,contradictory_policy|delivery|cust:standard,Customer quotes superseded DEL-POL-04 v0.9; active v1.0 section 5.2 says compensation is not automatic.
DS-0118,Overcharged on NC-785831,"Hi there, Order NC-785831 for the ForgePad: I think I was overcharged by around PKR 1,850. The sale price was PKR 164,999. It was meant to be a gift for my brother. Looking forward to your reply.",ForgePad,NC-785831,vip,email,,Please reverse the extra charge.,SIM-CUST-0038,Billing,Incorrect Charge,Billing,medium,P2,false,no_escalation,BIL-POL-02,3.4,simple,,simple|billing|cust:vip,"Overcharged / wrong amount map to Billing / Incorrect Charge (RR-004, medium)."
DS-0119,Locked out,"Salaam, I am locked out of my account and the verification code goes to an old number.",NimbusCarta customer account,NC-495281,standard,messaging,,Please verify me and unlock the account.,SIM-CUST-0230,Account,Account Locked,Account Security,medium,P2,false,no_escalation,SEC-POL-01,2.2,security,,security|account|cust:standard,Locked out / cannot login is Account / Account Locked (medium); identity verification before unlock.
DS-0120,Passport scan sent to someone else,"Dear NimbusCarta support, The passport scan I uploaded for a customs query was attached to another customer's ticket. Thanks.",LumenLamp,NC-905727,standard,portal,,Delete my documents and confirm.,SIM-CUST-0204,Privacy,Data Exposure,Compliance,high,P1,true,compliance_review,PRI-POL-01,2.4,privacy,,privacy|cust:standard,"CNIC / passport / OTP shared hit RR-022, Privacy P0 with compliance review."
DS-0121,Small observation about my AuraBuds Pro,"Just flagging something, no need to rush a reply. Small thing, the AuraBuds Pro seems to overheat a little when charging overnight. It is probably fine, just letting you know. No hurry, thanks.",AuraBuds Pro,NC-336692,wholesale,email,,Just let me know if I should be concerned.,SIM-CUST-0177,Safety,Overheating,Safety,critical,P0,true,critical_management,SAF-POL-01,1.1,calm_critical,,calm_critical|safety|cust:wholesale|esc:ESC-SAF-01,Calm tone does not lower urgency: overheat / burning smell / sparks is critical (SAF-POL-01 1.1).
DS-0122,Will sue,"Hi team, You charged twice for NC-890571. I will sue NimbusCarta if the money is not back this week. Looking forward to your reply.",NimbusTab 11,NC-890571,standard,portal,,I want the extra amount returned to my card.,SIM-CUST-0328,Billing,Duplicate Charge,Billing,high,P1,true,compliance_review,BIL-POL-02,3.1,legal_threat,,legal_threat|billing|cust:standard|esc:ESC-LEG-01,"Sue / consumer court fire the legal escalation rules: compliance review, high."
DS-0123,"Refund, app and support problems","I am still waiting for refund on NC-234741, the app crashes when I open the return page, and my calls get no response. I paid PKR 89,999 by debit card. Looking forward to your reply.",NimbusTab 11,NC-234741,standard,web,,I just want my money back.,SIM-CUST-0453,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,multi_issue,Technical Support|Service Quality,multi_issue|refund|cust:standard|three_plus_issues,Waiting for refund / refund delay outscores the app and service issues.
DS-0124,"Several problems, one is serious","Hi team, Order NC-189027 was delayed, I was overcharged, and now the NovaCharge 65W overheats with a burning smell. Please advise.",NovaCharge 65W,NC-189027,standard,chat,,Replace the unit and correct the bill.,SIM-CUST-0434,Safety,Overheating,Safety,critical,P0,true,critical_management,SAF-POL-01,1.1,multi_issue,Delivery|Billing,multi_issue|safety|cust:standard|esc:ESC-SAF-01|three_plus_issues,Several issues but the escalating safety rule always wins primary; others become secondary.
DS-0125,CHARGED TWICE,"This is absolutely unacceptable! You people charged twice on my card for NC-852426 and now my rent payment bounced! The purchase was made through the website, not a reseller. Do better.",AuraBuds Pro,NC-852426,vip,chat,,I want the extra amount returned to my card.,SIM-CUST-0238,Billing,Duplicate Charge,Billing,high,P1,false,no_escalation,BIL-POL-02,3.1,emotional,,emotional|billing|cust:vip,"Emotional wording aside, charged twice is Billing / Duplicate Charge (high, P1)."
DS-0126,Refund delay on NC-161841,"Hello, It has been 17 business days and I am still waiting for refund for my LumenLamp. Order NC-161841. Thanks.",LumenLamp,NC-161841,standard,web,,Please confirm when the amount will arrive.,SIM-CUST-0054,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,simple,,simple|refund|cust:standard,"Waiting for refund / refund delay map to Refund / Refund Delay (RR-005, REF-POL-01 4.1)."
DS-0127,No dispatch yet,Good afternoon. The courier has not updated the tracking for NC-684405 in 4 days. Can you chase them? I have been a customer for about 7 years. Thank you for your help.,PulseWatch S,NC-684405,standard,messaging,,Please confirm the new date.,SIM-CUST-0125,Delivery,Delayed Delivery,Logistics,medium,P2,false,no_escalation,DEL-POL-04,5.2,simple,,simple|delivery|cust:standard,Courier / dispatch / eta are filler rules for Delivery / Delayed Delivery under GEN-POL-01.
DS-0128,Refund,Still waiting for refund. When will I get it? Thanks.,AuraBuds Pro,,standard,email,,Refund.,SIM-CUST-0481,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,incomplete,,incomplete|refund|cust:standard|missing_order,"Refund delay with no order reference: Refund / Refund Delay, missing information."
DS-0129,Told I am out of warranty,"Your repair partner in Lahore said the PulseWatch S is out of warranty, but my receipt is dated 13/01/2026. It was delivered to my home in Lahore. Please advise.",PulseWatch S,NC-690685,standard,portal,,Honour the warranty please.,SIM-CUST-0099,Warranty,Warranty Denied,Warranty,medium,P2,false,no_escalation,WAR-POL-03,5.0,simple,,simple|warranty|cust:standard,"Warranty denied / out of warranty map to Warranty / Warranty Denied (RR-012, WAR-POL-03 5.0)."
DS-0130,Cannot login,"Hi team, I cannot login to my account since 27/03/2026. It says too many attempts and to contact support. Looking forward to your reply.",NimbusCarta customer account,NC-903556,standard,web,,Help me get back in.,SIM-CUST-0077,Account,Account Locked,Account Security,medium,P2,false,no_escalation,SEC-POL-01,2.2,simple,,simple|account|cust:standard,"Locked out / cannot login map to Account / Account Locked (RR-017, SEC-POL-01 2.2); identity check first."
DS-0131,Duplicate that did not drop off,"Hi there, I see a duplicate charge of PKR 89,999 for NC-624351. Your billing FAQ says it drops off, but it has been two weeks and both are captured. I bought it on 04/01/2026 from the NimbusCarta website. Please advise.",NimbusTab 11,NC-624351,standard,chat,,I want the extra amount returned to my card.,SIM-CUST-0354,Billing,Duplicate Charge,Billing,high,P1,false,no_escalation,BIL-POL-02,3.1,contradictory_policy,,contradictory_policy|billing|cust:standard,FAQ-BIL-01 explains pending holds; confirmed duplicate captures fall under BIL-POL-02 3.1.
DS-0132,Exception for delayed gift,"My AuraBuds Pro is delayed by 9 days. I know credit is not automatic, but please make an exception this once. My order number is NC-439082. Kind regards, Noor",AuraBuds Pro,NC-439082,standard,web,,Give me a delivery credit.,SIM-CUST-0373,Delivery,Delayed Delivery,Logistics,medium,P2,true,supervisor_review,DEL-POL-04,5.2,policy_exception,,policy_exception|delivery|cust:standard|esc:ESC-POL-01,Compensation for delay is not automatic (DEL-POL-04 5.2); exception request goes to supervisor review.
DS-0133,ForgePad arrived damaged,"My ForgePad (NC-721585) arrived broken. One side is bent and it rattles when I pick it up. The purchase was made through the website, not a reseller. Please advise.",ForgePad,NC-721585,enterprise,email,,Please send a replacement.,SIM-CUST-0067,Product Defect,Damaged Product,Warranty,high,P1,false,no_escalation,WAR-POL-03,2.2,simple,,simple|product_defect|cust:enterprise,"Damaged / broken / cracked map to Product Defect / Damaged Product (RR-006, high, WAR-POL-03 2.2)."
DS-0134,Unauthorized login,"Good afternoon. There was an unauthorized login on 24/08/2026 and the password was changed. My account is now stolen. I bought it on 24/08/2026 from the NimbusCarta website. Kind regards, Talha",NimbusCarta customer account,NC-998474,standard,web,,Secure my account please.,SIM-CUST-0216,Account,Unauthorized Access,Account Security,high,P1,true,specialist_team,SEC-POL-01,3.0,security,,security|account|cust:standard|esc:ESC-SEC-01|esc:ESC-SEC-02,"Hacked / unauthorized login map to Account / Unauthorized Access (RR-010), escalated to the specialist team."
DS-0135,Receipt showed someone else's details,"Tiny order, PKR 900 for a cleaning cloth pack, but the packing slip had my personal data printed for the whole building to see on the outside. I paid PKR 34,500 by debit card. Thank you for your help.",PulseWatch S,NC-480264,standard,email,,I just want it fixed.,SIM-CUST-0212,Privacy,Data Exposure,Compliance,high,P1,true,compliance_review,PRI-POL-01,2.4,low_value_privacy,,low_value_privacy|privacy|cust:standard|esc:ESC-PRI-02,Order value is irrelevant: a personal-data exposure is still a Privacy compliance incident.
DS-0136,Receipt showed someone else's details,"My neighbour received a PKR 1,200 order slip listing my personal data, my phone and flat number. Small order, big worry. Looking forward to your reply.",CartDock Mini,NC-955018,standard,portal,,I just want it fixed.,SIM-CUST-0210,Privacy,Data Exposure,Compliance,high,P1,true,compliance_review,PRI-POL-01,2.4,low_value_privacy,,low_value_privacy|privacy|cust:standard|esc:ESC-PRI-02,Order value is irrelevant: a personal-data exposure is still a Privacy compliance incident.
DS-0137,Chat not answered,My chat messages about NC-588642 are being ignored. It just says an agent will join soon.,ForgePad,NC-588642,standard,messaging,,Please have someone contact me.,SIM-CUST-0109,Service Quality,Long Wait,Customer Relations,low,P3,false,no_escalation,SLA-POL-01,2.1,simple,,simple|service_quality|cust:standard,"On hold / no response / ignored map to Service Quality / Long Wait (RR-015, low, P3)."
DS-0138,Passport scan sent to someone else,"Hello, The passport scan I uploaded for a customs query was attached to another customer's ticket. Please advise.",NovaCharge 65W,NC-336589,enterprise,chat,,Delete my documents and confirm.,SIM-CUST-0200,Privacy,Data Exposure,Compliance,high,P1,true,compliance_review,PRI-POL-01,2.4,privacy,,privacy|cust:enterprise,"CNIC / passport / OTP shared hit RR-022, Privacy P0 with compliance review."
DS-0139,NovaCharge 65W overheating,"Salaam, My NovaCharge 65W started to overheat while charging last night and there was a burning smell in the room. I bought it on 12/01/2026 from the NimbusCarta website.",NovaCharge 65W,NC-827411,standard,web,,Please advise what to do.,SIM-CUST-0149,Safety,Overheating,Safety,critical,P0,true,critical_management,SAF-POL-01,1.1,safety,,safety|cust:standard|esc:ESC-SAF-01,Overheat / burning smell / sparks map to Safety / Overheating (RR-008) which always escalates to critical management.
DS-0140,"Broken product, so upset","I am FURIOUS right now. The PulseWatch S arrived broken and I have been crying all evening, I saved for months for this. Never shopping here if this continues.",PulseWatch S,NC-320641,standard,messaging,,I would like a replacement unit.,SIM-CUST-0246,Product Defect,Damaged Product,Warranty,high,P1,false,no_escalation,WAR-POL-03,2.2,emotional,,emotional|product_defect|cust:standard,Emotion is not an input to urgency; damaged / broken / cracked is Product Defect / Damaged Product.
DS-0141,Cannot complete checkout,"To whom it may concern, I cannot complete checkout in the app, it spins and then throws error code E-41. I paid PKR 4,999 by debit card.",NimbusCarta mobile app,NC-926547,standard,web,,Please fix the app.,SIM-CUST-0501,Technical Support,App Failure,Technical Support,medium,P2,false,no_escalation,TEC-SOP-02,1.3,simple,,repeat_group:RG-18|simple|technical_support|cust:standard,"App crash / error code / checkout map to Technical Support / App Failure (RR-011, TEC-SOP-02 1.3)."
DS-0142,App crashes on launch,"To whom it may concern, Since the last update the app crashes on launch on my phone, so I cannot follow order NC-265300. I paid PKR 5,999 by debit card. Looking forward to your reply.",NimbusCarta mobile app,NC-265300,standard,web,,Tell me a workaround.,SIM-CUST-0085,Technical Support,App Failure,Technical Support,medium,P2,false,no_escalation,TEC-SOP-02,1.3,simple,,simple|technical_support|cust:standard,"App crash / error code / checkout map to Technical Support / App Failure (RR-011, TEC-SOP-02 1.3)."
DS-0143,Reimburse me,"Hi there, I bought the CartDock Mini 90 days ago. I changed my mind and want a refund. I bought it on 02/04/2026 from the NimbusCarta website.",CartDock Mini,NC-676692,standard,messaging,,Refund plus extra for my time.,SIM-CUST-0383,Refund,Refund Delay,Returns,low,P3,false,no_escalation,REF-POL-01,2,unsupported_refund,,unsupported_refund|refund|cust:standard,Refund request without an eligible defect: RR-122 general refund rule; policy does not allow the extra compensation.
DS-0144,Third time asking,Writing for the third time about NC-169337. I am still waiting for refund on order NC-169337. The ForgePad was returned 18 days ago and passed inspection. Nobody has come back to me.,ForgePad,NC-169337,standard,web,CMP-58390,Assign someone to own this.,SIM-CUST-0489,Service Quality,Long Wait,Customer Relations,high,P1,true,supervisor_review,CMP-POL-01,1,repeated,Refund,repeat_group:RG-06|repeated|service_quality|cust:standard,Repeat of an unresolved complaint; RR-123 repeat rule (supervisor review) outranks the original issue.
DS-0145,VIP order packaging,"Hello, Minor cosmetic scratch on my NovaCharge 65W. I am a VIP customer and expect flawless items. Regards, Sadia.",NovaCharge 65W,NC-552088,vip,web,,A goodwill gesture would be appreciated.,SIM-CUST-0283,Product Defect,Damaged Product,Warranty,low,P2,false,no_escalation,WAR-POL-03,2.2,vip_minor,,vip_minor|product_defect|cust:vip,"VIP status sets a P2 floor but does not make a cosmetic issue urgent: low urgency, P2."
DS-0146,Shock through the cable,"Good afternoon. The PulseWatch S gave me a mild shock through the USB-C cable on 19/02/2026. I can share photos or a video if that helps. Regards, Iqra.",PulseWatch S,NC-590491,standard,messaging,,Please tell me what to do.,SIM-CUST-0161,Safety,Injury Risk,Safety,critical,P0,true,critical_management,SAF-POL-01,1.4,safety,,safety|cust:standard|esc:ESC-SAF-02,"Shock / injured / burn map to Safety / Injury Risk (RR-021), critical and escalated."
DS-0147,Where is it,My order has still not arrived and it has been ages. Thanks.,PulseWatch S,,standard,chat,,Update me.,SIM-CUST-0466,Delivery,Delayed Delivery,Logistics,medium,P2,false,no_escalation,DEL-POL-04,5.2,incomplete,,incomplete|delivery|cust:standard|missing_order,Delay without an order number: Delivery / Delayed Delivery with missing order_number.
DS-0148,Very hot and sparking,"To whom it may concern, The PulseWatch S gets so hot it overheats within ten minutes, and yesterday I saw sparks near the cable. I paid PKR 34,500 by debit card. Kind regards, Ayesha",PulseWatch S,NC-406281,standard,chat,,I want a replacement and to know if it is safe.,SIM-CUST-0499,Safety,Overheating,Safety,critical,P0,true,critical_management,SAF-POL-01,1.1,safety,,repeat_group:RG-16|safety|cust:standard|esc:ESC-SAF-01|esc:ESC-SAF-05,Overheat / burning smell / sparks map to Safety / Overheating (RR-008) which always escalates to critical management.
DS-0149,Double debit on my card,"To whom it may concern, My card shows the NimbusTab 11 payment of PKR 89,999 charged twice, both on 23/08/2026. Order NC-411539. It was delivered to my home in Lahore. Please advise.",NimbusTab 11,NC-411539,standard,messaging,,Correct the charge please.,SIM-CUST-0485,Billing,Duplicate Charge,Billing,high,P1,false,no_escalation,BIL-POL-02,3.1,simple,,repeat_group:RG-02|simple|billing|cust:standard,"Charged twice / duplicate map to Billing / Duplicate Charge (RR-003, high, P1)."
DS-0150,Unauthorized login,"Hello, I got an alert for an unauthorized login from a device I do not own, and my saved card was used. Please reply by email rather than phone. Please advise.",NimbusCarta customer account,NC-466516,standard,portal,,Lock my account and cancel that order.,SIM-CUST-0214,Account,Unauthorized Access,Account Security,high,P1,true,specialist_team,SEC-POL-01,3.0,security,,security|account|cust:standard|esc:ESC-SEC-01,"Hacked / unauthorized login map to Account / Unauthorized Access (RR-010), escalated to the specialist team."
DS-0151,Multiple issues with my NimbusTab 11,"The NimbusTab 11 arrived late, the box was damaged, and it throws sparks when plugged in. Please advise.",NimbusTab 11,NC-488770,standard,email,,Replace the unit and correct the bill.,SIM-CUST-0435,Safety,Overheating,Safety,critical,P0,true,critical_management,SAF-POL-01,1.1,multi_issue,Delivery|Product Defect,multi_issue|safety|cust:standard|esc:ESC-SAF-01|three_plus_issues,Several issues but the escalating safety rule always wins primary; others become secondary.
DS-0152,Just reporting something,"A small note from a long-time customer. My son got a small shock from the NovaCharge 65W charging cable. He is fine, just wanted to report it. Thanks in advance.",NovaCharge 65W,NC-390025,standard,portal,,"No compensation needed, just letting you know.",SIM-CUST-0178,Safety,Injury Risk,Safety,critical,P0,true,critical_management,SAF-POL-01,1.4,calm_critical,,calm_critical|safety|cust:standard|esc:ESC-SAF-02,"Calm report of a shock or burn is still Safety / Injury Risk, critical."
DS-0153,Account,"I think my account is hacked, help.",,,standard,web,,Help.,SIM-CUST-0478,Account,Unauthorized Access,Account Security,high,P1,true,specialist_team,SEC-POL-01,3.0,incomplete,,incomplete|account|cust:standard|esc:ESC-SEC-01|missing_order|missing_product,Short takeover report: Account / Unauthorized Access with missing details.
DS-0154,Duplicate debit ruined my month,"I am disgusted with how this has been handled. Two debits of PKR 6,499 for ONE NovaCharge 65W. Duplicate charge and I am sick of this. Do better.",NovaCharge 65W,NC-228165,standard,messaging,,Please reverse the extra charge.,SIM-CUST-0239,Billing,Duplicate Charge,Billing,high,P1,false,no_escalation,BIL-POL-02,3.1,emotional,,emotional|billing|cust:standard,"Emotional wording aside, charged twice is Billing / Duplicate Charge (high, P1)."
DS-0155,Cancellation not working,"To whom it may concern, I cannot cancel my NimbusCare+ Protection Plan. The button in the app is greyed out. Please advise.",NimbusCare+ Protection Plan,NC-476318,standard,chat,,Stop the plan today.,SIM-CUST-0119,Cancellation,Cancellation Blocked,Billing,medium,P2,false,no_escalation,CAN-POL-01,1.2,simple,,simple|cancellation|cust:standard,"Cannot cancel / cancel subscription map to Cancellation / Cancellation Blocked (RR-014, CAN-POL-01 1.2)."
DS-0156,Waiting for refund,"To whom it may concern, It has been 9 business days and I am still waiting for refund for my NimbusTab 11. Order NC-912827. Regards, Hamza.",NimbusTab 11,NC-912827,standard,web,,Please confirm when the amount will arrive.,SIM-CUST-0051,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,simple,,simple|refund|cust:standard,"Waiting for refund / refund delay map to Refund / Refund Delay (RR-005, REF-POL-01 4.1)."
DS-0157,Leaflet says 2 years,"Hi team, The leaflet in the box said two years of cover, but I was told my NimbusTab 11 is out of warranty after 10 months. I paid PKR 89,999 by debit card. Kind regards, Noor",NimbusTab 11,NC-563270,wholesale,portal,,Honour the 2 year cover.,SIM-CUST-0360,Warranty,Warranty Denied,Warranty,medium,P2,false,no_escalation,WAR-POL-03,5.0,contradictory_policy,,contradictory_policy|warranty|cust:wholesale,Only the active WAR-POL-03 applies; an old leaflet does not override section 5.0.
DS-0158,Why is my refund not instant?,"Salaam, The refund FAQ promises instant card refunds. It has been 21 days and I am still waiting for refund. It was meant to be a gift for my brother. Thanks.",NovaCharge 65W,NC-915956,standard,email,,Refund me instantly as the FAQ says.,SIM-CUST-0342,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,contradictory_policy,,contradictory_policy|refund|cust:standard,FAQ-REF-01 mentions instant refunds but REF-POL-01 (7-10 business days) takes precedence.
DS-0159,Duplicate payment,"Resending in case my first message was missed. Hi there, There is a duplicate debit of PKR 18,999 for order NC-536682. I only placed the order once. I have been a customer for about 7 years. Thanks.",AuraBuds Pro,NC-536682,standard,chat,,Assign someone to own this.,SIM-CUST-0504,Billing,Duplicate Charge,Billing,high,P1,false,no_escalation,BIL-POL-02,3.1,near_duplicate,,repeat_group:RG-21|near_duplicate|billing|cust:standard,Near-identical resubmission by the same customer and order; same labels as the original.
DS-0160,Wrong item for event,"Hello, We received a wrong item for order NC-792365: 8 units of PulseWatch S instead of the NimbusTab 11 we need for a client install. I bought it on 11/03/2026 from the NimbusCarta website. Thank you for your help.",NimbusTab 11,NC-792365,standard,web,,Ship the correct units today.,SIM-CUST-0305,Delivery,Wrong Item,Logistics,high,P1,false,no_escalation,DEL-POL-04,7.0,high_priority,,high_priority|delivery|cust:standard,"Wrong item is high, P1 (RR-016)."
DS-0161,Quick question,"Just flagging something, no need to rush a reply. Small thing, the NimbusTab 11 seems to overheat a little when charging overnight. It is probably fine, just letting you know. Appreciate it, Waqas.",NimbusTab 11,NC-457986,standard,web,,Whatever you think is best.,SIM-CUST-0172,Safety,Overheating,Safety,critical,P0,true,critical_management,SAF-POL-01,1.1,calm_critical,,calm_critical|safety|cust:standard|esc:ESC-SAF-01,Calm tone does not lower urgency: overheat / burning smell / sparks is critical (SAF-POL-01 1.1).
DS-0162,Refund and app error,"Dear NimbusCarta support, Refund delay on NC-226514, plus the app shows error code 0x80045 whenever I check the status. I have been a customer for about 6 years. Thanks.",PulseWatch S,NC-226514,standard,email,,Please process my refund.,SIM-CUST-0454,Refund,Refund Delay,Returns,medium,P2,false,no_escalation,REF-POL-01,4.1,multi_issue,Technical Support,multi_issue|refund|cust:standard,Waiting for refund / refund delay outscores the app and service issues.
DS-0163,Legal notice coming,"To whom it may concern, My NimbusTab 11 was never delivered and if this is not solved in 48 hours my lawyer will send you a notice. I can share photos or a video if that helps.",NimbusTab 11,NC-796574,standard,web,,Deliver or return the payment.,SIM-CUST-0325,Delivery,Lost Shipment,Logistics,high,P1,true,compliance_review,DEL-POL-04,6.1,legal_threat,,legal_threat|delivery|cust:standard|esc:ESC-LEG-01,Legal language (lawyer / legal action) escalates to compliance review regardless of category.
DS-0164,Duplicate payment,"Hello, Please look at order NC-411539. The payment for the NimbusTab 11 went through and then a duplicate of PKR 89,999 was taken ten minutes later. Regards, Ali.",NimbusTab 11,NC-411539,standard,messaging,,Assign someone to own this.,SIM-CUST-0485,Billing,Duplicate Charge,Billing,high,P1,false,no_escalation,BIL-POL-02,3.1,near_duplicate,,repeat_group:RG-02|near_duplicate|billing|cust:standard,Reworded duplicate of an earlier complaint (same customer and order); same labels as the original.
DS-0165,Missing automatic delay credit,"Good afternoon. Order NC-402434 is 13 days late. Your delivery policy says delayed orders automatically receive a 10 percent shipping credit, so please apply it. Please advise.",CartDock Mini,NC-402434,standard,email,,Add the automatic credit please.,SIM-CUST-0339,Delivery,Delayed Delivery,Logistics,medium,P2,false,no_escalation,DEL-POL-04,5.2,contradictory_policy,,contradictory_policy|delivery|cust:standard,Customer quotes superseded DEL-POL-04 v0.9; active v1.0 section 5.2 says compensation is not automatic.
DS-0166,Privacy breach,"Salaam, Your support team shared my invoice with a stranger who then messaged me. That is a privacy breach. Thank you for your help.",NimbusCarta customer account,NC-529148,vip,chat,,Please remove my data from wherever it was sent.,SIM-CUST-0193,Privacy,Data Exposure,Compliance,high,P1,true,compliance_review,PRI-POL-01,2.4,privacy,Billing,privacy|cust:vip|esc:ESC-PRI-01,"Personal data / data leak / privacy map to Privacy / Data Exposure (RR-009), escalated to compliance review."
DS-0167,Wrong item for event,"Hi team, We received a wrong item for order NC-914886: 4 units of ForgePad instead of the AuraBuds Pro we need for a client install. Looking forward to your reply.",AuraBuds Pro,NC-914886,standard,web,,Ship the correct units today.,SIM-CUST-0303,Delivery,Wrong Item,Logistics,high,P1,false,no_escalation,DEL-POL-04,7.0,high_priority,,high_priority|delivery|cust:standard,"Wrong item is high, P1 (RR-016)."
