Complaint ID,Dataset ID,Case type,Actual/Expected category,GenAI category,Python category,GenAI dept,Python dept,GenAI urgency,Python urgency,GenAI escalation,Python escalation,Policy reference,Match/Mismatch,Verification status,Explanation of disagreement
CMP-00106,DS-0106,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00107,DS-0107,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-007.
CMP-00108,DS-0108,high_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),high,not run (no provider credit),true,TEC-SOP-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-178, escalation rules ESC-FAIL-01."
CMP-00109,DS-0109,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00110,DS-0110,calm_critical,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00111,DS-0111,prompt_injection,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00112,DS-0112,low_priority,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-018.
CMP-00113,DS-0113,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-022.
CMP-00114,DS-0114,unsupported_refund,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00115,DS-0115,legal_threat,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),true,WAR-POL-03,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-155, escalation rules ESC-LEG-01."
CMP-00116,DS-0116,near_duplicate,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-141, repeat of CMP-00022."
CMP-00117,DS-0117,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00118,DS-0118,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00119,DS-0119,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00120,DS-0120,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165.
CMP-00121,DS-0121,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00122,DS-0122,legal_threat,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, escalation rules ESC-LEG-01."
CMP-00123,DS-0123,multi_issue,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00124,DS-0124,multi_issue,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00125,DS-0125,emotional,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00126,DS-0126,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00127,DS-0127,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-125.
CMP-00128,DS-0128,incomplete,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00129,DS-0129,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00130,DS-0130,simple,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00131,DS-0131,contradictory_policy,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00132,DS-0132,policy_exception,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),true,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001, escalation rules ESC-POL-01."
CMP-00133,DS-0133,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-155.
CMP-00134,DS-0134,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-172, escalation rules ESC-SEC-01, ESC-SEC-02."
CMP-00135,DS-0135,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165, escalation rules ESC-PRI-02."
CMP-00136,DS-0136,low_value_privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165, escalation rules ESC-PRI-02."
CMP-00137,DS-0137,simple,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00138,DS-0138,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-165.
CMP-00139,DS-0139,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00140,DS-0140,emotional,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00141,DS-0141,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00142,DS-0142,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00143,DS-0143,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),low,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-150.
CMP-00144,DS-0144,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00077."
CMP-00145,DS-0145,vip_minor,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00146,DS-0146,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021, escalation rules ESC-SAF-02."
CMP-00147,DS-0147,incomplete,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00148,DS-0148,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01, ESC-SAF-05."
CMP-00149,DS-0149,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00150,DS-0150,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00151,DS-0151,multi_issue,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00152,DS-0152,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-021, escalation rules ESC-SAF-02."
CMP-00153,DS-0153,incomplete,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),high,not run (no provider credit),true,SEC-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-010, escalation rules ESC-SEC-01."
CMP-00154,DS-0154,emotional,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00155,DS-0155,simple,Cancellation,not run (no provider credit),Cancellation,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,CAN-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-014.
CMP-00156,DS-0156,simple,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00157,DS-0157,contradictory_policy,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00158,DS-0158,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00159,DS-0159,near_duplicate,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, repeat of CMP-00103."
CMP-00160,DS-0160,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00161,DS-0161,calm_critical,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00162,DS-0162,multi_issue,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00163,DS-0163,legal_threat,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),true,DEL-POL-04,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-002, escalation rules ESC-LEG-01."
CMP-00164,DS-0164,near_duplicate,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, repeat of CMP-00149."
CMP-00165,DS-0165,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00166,DS-0166,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-01."
CMP-00167,DS-0167,high_priority,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00168,DS-0168,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-168, escalation rules ESC-PRI-02."
CMP-00169,DS-0169,high_value,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, escalation rules ESC-HIGH-01, ESC-HIGH-VALUE."
CMP-00170,DS-0170,incomplete,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00171,DS-0171,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00172,DS-0172,legal_threat,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,REL-SOP-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013, escalation rules ESC-LEG-01, ESC-X-11."
CMP-00173,DS-0173,low_priority,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00174,DS-0174,incomplete,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00175,DS-0175,near_duplicate,Staff Behavior,not run (no provider credit),Staff Behavior,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,REL-SOP-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-013, repeat of CMP-00057."
CMP-00176,DS-0176,prompt_injection,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00177,DS-0177,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
CMP-00178,DS-0178,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00179,DS-0179,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-185.
CMP-00180,DS-0180,prompt_injection,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00181,DS-0181,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-122.
CMP-00182,DS-0182,ambiguous,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),medium,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-004.
CMP-00183,DS-0183,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),medium,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-011.
CMP-00184,DS-0184,prompt_injection,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00185,DS-0185,incomplete,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-006.
CMP-00186,DS-0186,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-022.
CMP-00187,DS-0187,calm_critical,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-02."
CMP-00188,DS-0188,repeated,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123, escalation rules ESC-REP-01, repeat of CMP-00095."
CMP-00189,DS-0189,security,Account,not run (no provider credit),Account,not run (no provider credit),Account Security,not run (no provider credit),medium,not run (no provider credit),false,SEC-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-017.
CMP-00190,DS-0190,multi_issue,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),high,not run (no provider credit),true,CMP-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-123.
CMP-00191,DS-0191,incomplete,Unclassified,not run (no provider credit),Unclassified,not run (no provider credit),Customer Relations,not run (no provider credit),medium,not run (no provider credit),false,,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule none.
CMP-00192,DS-0192,safety,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00193,DS-0193,simple,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),high,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-016.
CMP-00194,DS-0194,high_value,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),true,BIL-POL-02,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003, escalation rules ESC-HIGH-01, ESC-HIGH-VALUE."
CMP-00195,DS-0195,simple,Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),Technical Support,not run (no provider credit),low,not run (no provider credit),false,TEC-SOP-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-020.
CMP-00196,DS-0196,high_priority,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00197,DS-0197,contradictory_policy,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00198,DS-0198,privacy,Privacy,not run (no provider credit),Privacy,not run (no provider credit),Compliance,not run (no provider credit),high,not run (no provider credit),true,PRI-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-009, escalation rules ESC-PRI-01, ESC-PRI-02."
CMP-00199,DS-0199,simple,Warranty,not run (no provider credit),Warranty,not run (no provider credit),Warranty,not run (no provider credit),medium,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-012.
CMP-00200,DS-0200,prompt_injection,Safety,not run (no provider credit),Safety,not run (no provider credit),Safety,not run (no provider credit),critical,not run (no provider credit),true,SAF-POL-01,Match,python_only,"GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-008, escalation rules ESC-SAF-01."
CMP-00201,DS-0201,low_priority,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),low,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-121.
CMP-00202,DS-0202,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00203,DS-0203,simple,Product Defect,not run (no provider credit),Product Defect,not run (no provider credit),Warranty,not run (no provider credit),high,not run (no provider credit),false,WAR-POL-03,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-007.
CMP-00204,DS-0204,simple,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00205,DS-0205,unsupported_refund,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-122.
CMP-00206,DS-0206,low_priority,Service Quality,not run (no provider credit),Service Quality,not run (no provider credit),Customer Relations,not run (no provider credit),low,not run (no provider credit),false,SLA-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-015.
CMP-00207,DS-0207,high_priority,Billing,not run (no provider credit),Billing,not run (no provider credit),Billing,not run (no provider credit),high,not run (no provider credit),false,BIL-POL-02,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-003.
CMP-00208,DS-0208,contradictory_policy,Refund,not run (no provider credit),Refund,not run (no provider credit),Returns,not run (no provider credit),medium,not run (no provider credit),false,REF-POL-01,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-005.
CMP-00209,DS-0209,contradictory_policy,Delivery,not run (no provider credit),Delivery,not run (no provider credit),Logistics,not run (no provider credit),medium,not run (no provider credit),false,DEL-POL-04,Match,python_only,GenAI not run (no provider credit); Python rule matrix is the verified result. Basis: rule RR-001.
